,price,year,transmission,mileage,fuelType,tax,mpg,engineSize,model
1466,6600,6,1,45623,1,30,56.5,1,2
1477,14740,5,1,31685,0,20,67.3,2,2
1479,21350,1,0,2314,1,145,39.2,1.5,2
1480,12500,4,1,48876,0,20,67.3,2,2
1490,19000,1,1,3756,1,145,60.1,1,2
1491,11700,3,1,18587,0,20,70.6,2,2
1492,9350,3,1,28880,1,20,60.1,1,2
1521,15150,1,1,9567,1,145,58.9,1,2
1526,15300,1,1,12250,1,145,60.1,1,2
1527,15590,1,1,6,1,145,60.1,1,2
1529,8600,4,1,42294,1,20,60.1,1,2
1539,11298,3,1,29492,0,145,74.3,1.5,2
1540,17989,2,1,19653,1,145,41.5,2,2
1545,13490,4,1,35802,1,200,41.5,2,2
1547,18760,2,1,12935,1,145,41.5,2,2
1552,17520,1,1,6852,1,145,60.1,1,2
1559,10298,3,1,20536,1,150,60.1,1,2
1562,18798,3,1,17691,1,145,41.5,2,2
1570,16975,1,1,290,1,150,60.1,1,2
1575,9995,3,1,39414,0,150,74.3,1.5,2
1576,17989,2,1,19653,1,145,41.5,2,2
1583,17691,1,1,11982,1,145,49.6,1,2
1589,15440,1,1,5800,1,145,60.1,1,2
1598,10991,2,1,14000,1,145,60.1,1,2
1606,10200,2,1,19450,1,145,60.1,1,2
1608,10660,3,1,25453,1,20,61.4,1,2
1611,7160,6,1,40736,0,20,67.3,1.6,2
1613,15400,1,1,5068,1,145,60.1,1,2
1614,7700,5,1,47192,0,20,67.3,1.6,2
1620,17995,2,1,5297,0,145,57.7,1.5,2
1626,13295,3,1,60879,0,20,67.3,2,2
1627,7790,5,1,48503,0,20,67.3,1.6,2
1630,15610,3,1,26499,0,20,67.3,2,2
1631,16420,1,0,10554,1,145,47.9,1.5,2
1632,18300,1,0,5800,1,145,47.9,1.5,2
1634,19980,1,1,6966,1,145,51.4,1.5,2
1637,19117,1,0,2538,0,145,64.2,2,2
1638,20100,1,1,4062,0,145,70.6,2,2
1642,13140,2,1,12583,0,145,74.3,1.5,2
1651,16991,2,1,7223,1,145,60.1,1,2
1653,17991,1,1,4976,1,150,60.1,1,2
1658,14450,1,1,7952,1,145,58.9,1,2
1660,14240,1,1,7429,1,145,60.1,1,2
1661,15580,1,1,16052,0,145,74.3,1.5,2
1671,9795,3,1,19993,1,20,61.4,1,2
1672,10500,2,1,28879,1,145,60.1,1,2
1686,11491,2,1,36461,0,145,74.3,1.5,2
1693,5991,6,1,57180,1,30,56.5,1,2
1694,6991,5,1,45123,1,20,60.1,1,2
1695,18716,3,1,11674,1,145,41.5,2,2
1710,11618,2,1,10000,1,145,61.4,1,2
1714,7998,5,1,46155,0,20,67.3,1.6,2
1715,8998,5,1,37750,0,20,67.3,1.6,2
1716,8570,5,1,29850,1,20,60.1,1,2
1721,17000,3,1,26041,0,145,67.3,2,2
1723,18838,2,1,13339,0,145,67.3,2,2
1726,17500,3,1,21752,1,145,41.5,2,2
1730,10468,3,1,13076,1,145,60.1,1,2
1739,13498,2,1,15123,0,145,74.3,1.5,2
1741,8498,5,1,22811,1,20,60.1,1,2
1745,15298,1,0,13312,1,145,50.4,1,2
1746,17498,1,1,11453,1,150,48.7,1,2
1747,15298,1,0,13746,1,150,50.4,1,2
1753,18998,1,0,8479,0,145,64.2,2,2
1754,18998,1,0,7766,0,145,64.2,2,2
1756,16998,1,1,18274,1,145,60.1,1,2
1760,13498,3,1,27491,1,150,56.5,1,2
1773,12998,3,1,7095,1,125,51.4,1.5,2
1779,16998,2,1,31925,0,145,67.3,2,2
1782,17495,3,0,13682,0,145,61.4,2,2
1785,13850,3,1,40500,0,20,67.3,2,2
1786,19995,2,1,12195,1,145,41.5,2,2
1788,15250,2,1,21500,0,145,74.3,1.5,2
1791,10998,3,1,28434,0,145,74.3,1.5,2
1795,9998,3,1,27014,1,20,60.1,1,2
1796,12498,3,1,12705,1,20,60.1,1,2
1797,7498,5,1,54701,0,20,67.3,1.6,2
1805,17250,2,1,24185,1,145,41.5,2,2
1806,18900,1,0,9022,1,145,50.4,1,2
1809,10250,3,1,18421,1,145,61.4,1,2
1815,18500,2,1,12135,0,145,67.3,2,2
1817,15750,3,1,34980,1,200,41.5,2,2
1822,11300,2,1,13673,1,145,61.4,1,2
1827,27995,1,1,7725,1,145,34.5,2.3,2
1831,6800,7,1,20600,1,145,47.9,1.6,2
1840,13600,2,1,16960,1,145,57.7,1,2
1841,15000,2,1,16495,0,145,80.7,1.5,2
1842,16500,1,1,11958,0,145,80.7,1.5,2
1844,17750,2,0,11321,0,145,67.3,1.5,2
1845,16000,1,1,3132,0,145,80.7,1.5,2
1853,12998,2,1,18661,1,145,57.7,1,2
1854,13998,2,1,11287,1,145,57.7,1,2
1856,16498,4,1,23599,1,200,41.5,2,2
1865,19998,2,1,12234,1,145,41.5,2,2
1866,12898,2,1,22015,1,145,57.7,1,2
1872,12798,3,1,18632,0,145,74.3,1.5,2
1876,10698,3,1,32701,0,145,74.3,1.5,2
1882,14498,1,1,13235,1,145,58.9,1,2
1883,16598,1,0,12560,1,145,41.5,1,2
1885,16730,3,1,16447,0,145,67.3,2,2
1892,19298,1,0,2997,0,145,64.2,2,2
1893,16998,1,1,18875,1,145,60.1,1,2
1894,19500,2,1,9758,1,145,41.5,2,2
1896,18750,3,1,10080,1,145,41.5,2,2
1901,12000,2,1,12547,1,145,61.4,1,2
1902,11500,3,1,22241,1,145,60.1,1,2
1904,16998,1,1,12526,1,145,60.1,1,2
1905,10498,3,1,30589,0,145,74.3,1.5,2
1911,9495,5,1,23583,1,20,60.1,1,2
1933,15395,2,1,9129,1,145,60.1,1,2
1934,25000,4,1,10008,1,235,36.7,2.3,2
1935,13000,4,1,37605,0,20,67.3,2,2
1937,16998,1,1,23178,1,145,60.1,1,2
1943,16998,1,1,14907,1,145,60.1,1,2
1946,9690,4,1,27708,1,20,60.1,1,2
1947,15495,1,1,17325,1,150,60.1,1,2
1949,11999,4,1,15002,1,125,51.4,1.5,2
1959,5390,7,1,60326,0,20,67.3,1.6,2
1973,10882,3,1,12094,1,145,61.4,1,2
1974,13000,2,1,15462,1,145,57.7,1,2
1982,9157,4,1,9971,1,20,61.4,1,2
1986,29495,1,1,4430,1,145,34.5,2.3,2
1996,11498,3,1,27307,1,20,60.1,1,2
1998,16698,3,1,27542,0,145,67.3,2,2
2000,18998,1,1,2494,1,145,49.6,1.5,2
2002,22498,1,1,9,0,145,74.3,1.5,2
2010,9698,3,1,23764,1,145,61.4,1,2
2012,25998,2,1,13847,1,145,58.9,1,2
2014,5998,6,1,61889,1,20,60.1,1,2
2015,18498,3,1,12096,1,145,41.5,2,2
2016,15698,4,1,42060,1,200,41.5,2,2
2017,15990,1,1,8276,1,150,60.1,1,2
2019,10250,3,1,53457,0,150,74.3,1.5,2
2027,16998,3,1,19097,0,20,67.3,2,2
2032,11798,3,1,14772,0,150,74.3,1.5,2
2036,16998,1,0,6521,1,150,50.4,1,2
2037,15995,1,1,12563,1,145,58.9,1,2
2043,18498,2,1,26904,0,145,67.3,2,2
2044,16498,1,1,9970,0,145,62.8,2,2
2045,18998,1,1,36,1,150,60.1,1,2
2066,15995,3,1,26929,0,20,67.3,2,2
2069,14698,1,1,10812,0,150,80.7,1.5,2
2070,16998,1,0,16919,1,150,51.4,1,2
2072,8998,5,1,10172,1,20,60.1,1,2
2088,15500,1,1,3380,1,150,58.9,1,2
2100,18500,2,1,5297,0,145,57.7,1.5,2
2104,15995,1,1,8496,1,150,60.1,1,2
2119,12995,2,1,10727,1,150,57.7,1,2
2137,16000,1,1,5000,1,150,58.9,1,2
2139,8000,5,1,49327,1,20,60.1,1,2
2147,11300,2,1,28271,1,145,57.7,1,2
2153,19500,2,1,6112,1,145,41.5,2,2
2156,16500,1,1,5910,1,150,46.3,1.5,2
2157,14490,1,1,8274,1,150,58.9,1,2
2212,13290,2,1,9459,1,150,60.1,1,2
2217,6490,7,1,30869,0,20,67.3,1.6,2
2219,24990,1,1,4380,1,145,34.5,2.3,2
2223,15790,1,1,8422,1,150,60.1,1,2
2226,13250,2,1,13090,1,150,57.7,1,2
2227,17990,1,1,4967,1,150,48.7,1,2
2234,21490,0,1,295,1,145,60.1,1,2
2236,19990,1,1,2280,0,145,57.7,1.5,2
2244,15450,4,1,27000,1,200,41.5,2,2
2250,14495,2,1,9700,1,145,57.7,1,2
2252,7995,4,1,36500,1,20,60.1,1,2
2257,15888,1,1,2445,1,150,58.9,1,2
2259,16495,1,1,7137,1,150,60.1,1,2
2261,13950,2,1,22188,1,150,57.7,1,2
2264,11995,5,1,43393,0,20,67.3,2,2
2272,17698,1,1,6543,1,145,60.1,1,2
2280,11998,5,1,46780,0,20,67.3,2,2
2298,9990,7,1,51097,1,240,39.2,2,2
2316,12695,5,1,32659,0,20,67.3,2,2
2319,17495,1,1,6800,1,145,60.1,1,2
2321,6495,6,1,43000,1,20,58.9,1,2
2322,26698,1,1,3498,0,145,50.4,2,2
2325,14998,4,1,23589,0,20,67.3,2,2
2327,18498,1,1,2369,1,150,49.6,1,2
2330,9995,3,1,20102,1,20,60.1,1,2
2331,14998,2,1,9712,1,145,58.9,1,2
2336,12400,3,1,26719,0,145,74.3,1.5,2
2343,25250,1,1,7416,1,145,34.5,2.3,2
2363,16950,2,1,2684,1,145,41.5,2,2
2365,14250,2,1,11591,1,145,60.1,1,2
2371,21000,0,1,52,1,145,60.1,1,2
2373,17498,1,0,13743,1,150,51.4,1,2
2385,17298,3,1,10044,0,150,67.3,2,2
2386,11998,3,1,14032,0,150,74.3,1.5,2
2388,16998,2,1,18678,0,145,74.3,1.5,2
2401,10598,3,1,14212,1,145,60.1,1,2
2402,10998,3,1,27412,0,150,74.3,1.5,2
2405,11998,3,1,16121,0,150,74.3,1.5,2
2406,12698,3,1,15619,0,145,74.3,1.5,2
2410,14598,2,1,6194,1,145,57.7,1,2
2413,16998,2,1,21284,0,145,74.3,1.5,2
2415,13798,4,1,24123,0,20,67.3,2,2
2420,13298,3,0,12912,1,150,46.3,1.5,2
2432,16498,1,1,9557,1,145,60.1,1,2
2437,18998,2,1,19725,0,145,67.3,2,2
2449,8498,4,1,38313,1,20,60.1,1,2
2450,7298,6,1,52544,0,20,67.3,1.6,2
2451,16798,1,1,17998,1,150,60.1,1,2
2460,14998,2,1,10306,1,145,58.9,1,2
2461,16298,2,0,7097,0,145,64.2,2,2
2463,15798,1,1,11614,1,145,60.1,1,2
2464,16998,1,1,12926,1,145,60.1,1,2
2467,13498,2,1,12726,1,145,51.4,1.5,2
2469,23695,1,0,3541,0,145,74.3,1.5,2
2470,20498,1,0,9987,0,145,74.3,1.5,2
2471,16998,1,1,13998,1,145,60.1,1,2
2480,8370,4,1,43924,1,20,60.1,1,2
2484,16998,1,1,21277,1,145,60.1,1,2
2485,17298,1,1,12142,1,145,48.7,1,2
2503,12046,6,1,48254,1,235,39.2,2,2
2504,18991,2,1,19460,0,145,67.3,2,2
2509,10699,4,1,9027,1,20,60.1,1,2
2515,15798,3,1,38199,0,145,67.3,2,2
2519,16498,1,0,12368,0,145,74.3,1.5,2
2522,18698,3,1,14087,1,200,41.5,2,2
2530,10500,3,1,31350,0,145,74.3,1.5,2
2537,16498,1,0,12245,1,145,51.4,1,2
2538,16598,1,0,11256,1,145,51.4,1,2
2540,9298,3,1,30987,1,20,60.1,1,2
2542,16998,3,1,29068,0,150,67.3,2,2
2548,15900,1,1,11507,1,145,60.1,1,2
2550,12980,3,1,11600,1,150,51.4,1.5,2
2554,12500,5,1,40310,1,205,41.5,2,2
2561,9980,3,1,27700,1,150,61.4,1,2
2575,19725,1,1,3309,0,145,74.3,1.5,2
2577,10170,4,1,36563,1,20,60.1,1,2
2580,19690,2,1,16000,1,145,41.5,2,2
2583,5971,7,1,73411,0,20,67.3,1.6,2
2592,13990,2,1,7423,1,150,57.7,1,2
2593,12670,2,1,7162,1,150,60.1,1,2
2595,19490,1,1,2000,1,145,58.9,1,2
2602,12940,5,1,33000,0,20,67.3,2,2
2613,19298,1,0,5689,0,145,50.4,1.5,2
2621,13338,5,1,23117,1,205,41.5,2,2
2622,12890,3,1,14509,1,145,60.1,1,2
2624,19320,3,1,11909,1,145,41.5,2,2
2628,17060,2,1,9000,0,145,67.3,2,2
2632,11731,3,1,22522,1,20,60.1,1,2
2634,15250,2,1,3939,1,150,57.7,1,2
2638,22998,1,0,7030,0,145,74.3,1.5,2
2640,17298,3,1,9463,1,145,41.5,2,2
2641,16998,1,1,11651,1,150,60.1,1,2
2646,7470,6,1,50039,1,30,56.5,1,2
2648,12498,3,1,16549,0,150,74.3,1.5,2
2650,5840,7,1,58804,0,20,67.3,1.6,2
2652,10870,2,1,19862,1,145,60.1,1,2
2658,18798,1,1,5015,0,150,62.8,2,2
2661,9798,3,1,27485,1,150,60.1,1,2
2665,11750,3,1,27800,1,145,60.1,1,2
2667,8000,5,1,40253,1,20,60.1,1,2
2668,13500,2,1,9999,1,145,57.7,1,2
2671,15500,4,1,13036,1,200,41.5,2,2
2678,19498,1,0,4551,0,145,64.2,2,2
2681,10298,3,1,18563,1,150,60.1,1,2
2684,15877,3,1,40454,0,145,67.3,2,2
2690,17000,1,1,3745,1,145,60.1,1,2
2695,17998,1,1,23521,1,145,60.1,1,2
2696,17498,1,1,14074,0,145,61.4,1.5,2
2702,6999,5,1,63259,1,20,61.4,1,2
2706,10950,3,1,21631,1,150,60.1,1,2
2710,19000,3,1,11717,1,145,41.5,2,2
2712,11500,3,1,27000,0,150,74.3,1.5,2
2720,8000,6,1,47911,0,20,67.3,1.6,2
2724,10000,3,1,49904,0,145,74.3,1.5,2
2726,18875,1,0,1137,1,145,47.9,1.5,2
2727,18000,1,0,5770,0,145,64.2,2,2
2738,13240,4,0,58644,0,30,61.4,2,2
2739,13195,2,1,29730,1,145,58.9,1,2
2743,16975,0,0,293,0,145,54.3,1.5,2
2745,9399,4,1,14944,1,20,60.1,1,2
2751,7250,6,1,40412,1,30,56.5,1,2
2753,15500,4,1,13036,1,200,41.5,2,2
2757,7690,5,1,46306,1,20,61.4,1,2
2766,14591,2,1,37880,1,145,60.1,1,2
2772,14581,2,1,15535,0,145,80.7,1.5,2
2775,10141,4,1,42792,0,20,70.6,2,2
2779,12600,2,1,35211,0,145,74.3,1.5,2
2780,6991,6,1,57483,0,20,67.3,1.6,2
2782,5397,7,1,80146,0,20,67.3,1.6,2
2818,15187,3,1,17981,0,20,67.3,2,2
2821,15200,4,1,15440,0,20,67.3,2,2
2828,12090,2,0,12279,1,145,51.4,1,2
2830,14480,2,1,13807,1,145,58.9,1,2
2833,11000,3,1,28840,1,20,60.1,1,2
2834,8682,5,1,35938,1,20,61.4,1,2
2837,15612,3,1,24421,0,145,67.3,2,2
2838,17252,3,1,15834,1,145,41.5,2,2
2839,9362,5,1,45588,1,20,60.1,1,2
2843,15950,1,1,3333,0,150,80.7,1.5,2
2844,12590,2,1,29440,0,150,74.3,1.5,2
2845,13220,2,1,9812,1,145,61.4,1,2
2848,16090,1,1,5473,1,150,60.1,1,2
2849,15410,1,1,8150,1,145,60.1,1,2
2850,6500,7,1,71250,0,20,67.3,1.6,2
2852,16350,1,0,9790,1,145,50.4,1,2
2856,6590,6,1,56557,0,20,67.3,1.6,2
2857,12360,3,1,15311,0,145,74.3,1.5,2
2861,12638,5,1,46628,0,20,67.3,2,2
2862,5290,6,1,59003,0,20,67.3,1.6,2
2863,6790,7,1,34521,1,150,47.9,1.6,2
2865,14950,4,1,13820,1,200,41.5,2,2
2871,10990,3,1,21554,1,20,61.4,1,2
2872,17891,2,1,14384,1,145,41.5,2,2
2873,16970,1,1,5922,0,145,74.3,1.5,2
2874,16780,1,1,3075,1,145,58.9,1,2
2888,11330,4,1,24903,1,125,51.4,1.5,2
2894,17520,1,1,2679,1,145,60.1,1,2
2897,5991,7,1,53080,1,30,56.5,1,2
2901,17350,1,1,2931,1,145,60.1,1,2
2904,16370,3,1,9717,1,145,41.5,2,2
2905,20391,1,0,6050,1,145,51.4,1,2
2906,17547,3,1,12675,1,145,41.5,2,2
2911,16600,1,1,12500,0,145,74.3,1.5,2
2914,19090,1,1,2480,1,145,60.1,1,2
2918,14890,1,1,11867,1,145,60.1,1,2
2919,18600,1,0,10855,0,145,74.3,1.5,2
2920,15660,1,1,8387,0,145,80.7,1.5,2
2921,15530,1,1,16778,0,145,74.3,1.5,2
2925,13600,2,1,13144,1,145,58.9,1,2
2927,16810,4,1,20841,1,200,41.5,2,2
2928,18000,1,1,14184,1,145,45.6,1.5,2
2929,13300,2,1,30098,0,145,80.7,1.5,2
2941,13698,2,1,12502,0,145,74.3,1.5,2
2942,11998,2,1,20932,0,145,74.3,1.5,2
2952,12250,3,1,12548,1,145,61.4,1,2
2967,5750,7,1,61747,1,20,58.9,1,2
2969,6995,7,1,37557,1,30,56.5,1,2
2974,13000,3,1,22997,1,145,51.4,1.5,2
2976,14120,2,1,17708,0,145,74.3,1.5,2
2980,13750,3,1,26275,1,145,41.5,2,2
2983,17190,1,1,6744,1,145,60.1,1,2
2984,16770,1,1,3200,1,145,58.9,1,2
2991,8000,5,1,40253,1,20,60.1,1,2
2992,13500,2,1,10111,1,145,57.7,1,2
2994,16250,4,1,13036,1,200,41.5,2,2
2999,10465,3,1,16000,1,150,61.4,1,2
3000,13298,2,1,13905,1,145,57.7,1,2
3012,17520,1,1,4835,1,145,60.1,1,2
3013,17520,1,1,151,1,145,60.1,1,2
3024,17290,1,1,4987,1,145,60.1,1,2
3025,13480,4,1,26008,0,20,67.3,2,2
3030,12190,2,1,32340,0,145,74.3,1.5,2
3031,11991,2,1,24174,0,145,74.3,1.5,2
3038,6991,6,1,40155,1,20,60.1,1,2
3040,17520,1,1,151,1,145,60.1,1,2
3041,6991,6,1,48460,1,20,58.9,1,2
3042,16460,2,1,19800,1,145,41.5,2,2
3047,11341,2,1,18256,1,145,61.4,1,2
3049,16770,1,1,12942,0,145,74.3,1.5,2
3051,19995,0,1,403,1,150,60.1,1,2
3054,11991,2,1,20595,0,145,74.3,1.5,2
3055,5700,6,1,68343,0,20,67.3,1.6,2
3058,15771,2,1,48905,0,145,67.3,2,2
3074,19780,1,0,9605,0,145,74.3,1.5,2
3076,17200,1,0,2952,1,145,51.4,1,2
3082,19160,1,0,3418,0,145,54.3,1.5,2
3083,18791,1,0,1704,1,145,40.9,1.5,2
3095,17450,3,1,15116,1,145,41.5,2,2
3102,16798,1,1,13415,1,150,60.1,1,2
3104,12298,2,1,27494,1,150,60.1,1,2
3109,12100,3,1,13579,0,145,74.3,1.5,2
3125,7495,7,1,38537,0,20,67.3,1.6,2
3126,8495,6,1,46042,1,20,60.1,1,2
3127,18990,1,1,8197,1,145,49.6,1,2
3135,17500,2,1,17280,0,145,67.3,2,2
3140,12495,4,1,25661,1,125,51.4,1.5,2
3147,19995,1,1,1600,1,150,49.6,1,2
3149,11298,3,1,26781,1,145,60.1,1,2
3152,9698,3,1,42148,1,150,60.1,1,2
3153,10498,3,1,22627,0,150,74.3,1.5,2
3155,19998,2,1,16882,1,145,41.5,2,2
3159,17480,1,1,4213,1,145,60.1,1,2
3160,17480,1,1,4286,1,145,60.1,1,2
3162,14642,1,1,4442,1,145,58.9,1,2
3163,6990,6,1,34001,1,20,58.9,1,2
3173,17695,3,1,7782,1,145,41.5,2,2
3177,12000,2,1,11457,1,145,60.1,1,2
3179,10691,3,1,18899,1,145,60.1,1,2
3180,16991,1,1,8735,1,145,60.1,1,2
3183,15791,1,1,12624,1,145,58.9,1,2
3184,16481,1,1,11407,0,145,80.7,1.5,2
3185,10491,2,1,30370,1,145,58.9,1,2
3191,18991,2,1,20147,1,145,41.5,2,2
3194,12491,3,0,27000,1,145,46.3,1.5,2
3200,13561,2,1,15071,1,145,57.7,1,2
3205,5470,7,1,76081,0,20,67.3,1.6,2
3206,10700,2,1,23738,1,145,60.1,1,2
3207,17280,1,1,7088,1,145,60.1,1,2
3208,18490,1,1,11056,1,145,58.9,1,2
3209,18391,1,1,8636,1,145,58.9,1,2
3210,15340,1,1,7602,1,145,60.1,1,2
3211,15320,1,1,9010,1,145,60.1,1,2
3215,15510,1,1,4198,1,145,60.1,1,2
3217,11860,2,1,23769,0,145,74.3,1.5,2
3218,19427,2,1,21863,1,145,41.5,2,2
3223,17337,3,1,21661,0,145,67.3,2,2
3232,18050,2,1,22727,1,145,41.5,2,2
3233,15860,1,1,10916,0,145,74.3,1.5,2
3235,15460,1,1,7170,1,145,60.1,1,2
3236,15300,1,1,6541,1,145,60.1,1,2
3244,11680,2,1,12500,1,150,60.1,1,2
3245,12000,2,1,11300,1,150,60.1,1,2
3251,10200,3,1,31586,0,145,74.3,1.5,2
3254,19900,2,1,9196,1,145,41.5,2,2
3256,19100,3,1,7131,1,145,41.5,2,2
3259,17480,1,1,1350,1,145,60.1,1,2
3261,17330,1,1,3523,1,145,60.1,1,2
3262,17480,1,1,8469,1,145,60.1,1,2
3264,17280,1,1,5001,1,145,60.1,1,2
3265,17480,1,1,3284,1,145,60.1,1,2
3269,10990,2,1,15302,1,150,60.1,1,2
3277,5298,6,1,90391,0,20,67.3,1.6,2
3278,15498,2,1,35090,0,145,67.3,2,2
3281,9998,3,1,37583,1,150,61.4,1,2
3293,9998,3,1,34025,1,20,60.1,1,2
3299,15530,1,1,6857,1,145,60.1,1,2
3304,13350,3,0,19167,1,145,46.3,1.5,2
3305,15690,1,1,12998,1,145,60.1,1,2
3306,16442,4,1,13400,1,200,41.5,2,2
3308,18500,1,0,3600,1,145,42.8,1,2
3322,15290,1,1,8811,1,145,60.1,1,2
3324,19991,0,0,4998,1,145,51.4,1,2
3327,19490,2,1,9196,0,145,67.3,2,2
3331,18991,1,0,2986,1,145,51.4,1,2
3336,17210,1,1,6351,1,145,60.1,1,2
3337,17391,2,1,11977,1,145,41.5,2,2
3344,17140,1,1,7987,1,145,60.1,1,2
3345,17000,1,1,10998,1,145,60.1,1,2
3346,17290,1,1,4989,1,145,60.1,1,2
3348,10491,3,1,15245,1,20,61.4,1,2
3350,18891,2,1,12000,1,145,41.5,2,2
3351,6625,6,1,31078,1,20,58.9,1,2
3355,11498,3,1,35491,0,150,74.3,1.5,2
3357,11998,3,1,20986,1,145,57.7,1,2
3366,16491,2,1,13631,1,145,60.1,1,2
3375,15700,1,1,7989,1,145,60.1,1,2
3377,11491,3,1,11045,1,150,60.1,1,2
3381,11491,3,1,31397,1,125,51.4,1.5,2
3401,11880,3,1,30345,0,150,70.6,2,2
3414,17977,3,1,8237,1,145,41.5,2,2
3424,17490,1,1,6845,1,145,46.3,1.5,2
3426,9980,2,1,51198,0,145,74.3,1.5,2
3427,12880,3,1,19340,0,145,74.3,1.5,2
3433,11750,3,1,27800,1,145,60.1,1,2
3438,15795,2,0,5268,0,145,67.3,1.5,2
3444,15991,2,1,13448,1,145,51.4,1.5,2
3446,17520,1,1,100,1,145,60.1,1,2
3468,17520,1,1,100,1,145,60.1,1,2
3469,17520,1,1,150,1,145,60.1,1,2
3486,7849,6,1,35136,0,20,67.3,1.6,2
3488,11091,2,1,20745,1,145,60.1,1,2
3495,15310,1,1,5308,1,145,60.1,1,2
3499,12241,2,1,10627,1,145,61.4,1,2
3507,18497,2,1,13933,1,145,41.5,2,2
3514,7561,5,1,63630,0,20,67.3,1.6,2
3518,16998,1,1,18040,1,145,60.1,1,2
3528,14898,1,1,10868,1,145,58.9,1,2
3531,17500,3,1,23678,1,145,41.5,2,2
3532,16990,1,1,8668,1,150,60.1,1,2
3534,6500,6,1,70584,1,30,56.5,1,2
3541,18398,1,0,5949,0,145,74.3,1.5,2
3551,16999,1,1,10000,1,145,60.1,1,2
3552,10990,3,1,16548,1,20,61.4,1,2
3563,15998,4,1,26950,1,200,41.5,2,2
3572,9499,5,1,41200,1,20,61.4,1,2
3577,13790,2,1,19910,1,145,51.4,1.5,2
3583,17499,1,1,13462,1,145,60.1,1,2
3585,13990,2,1,9500,1,145,57.7,1,2
3589,17410,1,1,1546,1,145,60.1,1,2
3593,22992,4,1,17515,1,235,36.7,2.3,2
3594,17270,1,1,5250,1,145,60.1,1,2
3595,17390,1,1,2072,1,145,60.1,1,2
3597,17470,1,1,1120,1,145,60.1,1,2
3598,17470,1,1,1152,1,145,60.1,1,2
3599,17320,1,1,3850,1,145,60.1,1,2
3613,16492,3,1,16449,1,200,41.5,2,2
3627,16950,3,1,30815,1,145,41.5,2,2
3637,9191,4,1,27763,1,20,60.1,1,2
3638,15300,1,1,5660,1,145,60.1,1,2
3640,17410,1,1,1714,1,145,60.1,1,2
3641,17500,1,1,151,1,145,60.1,1,2
3642,12050,3,0,26059,1,125,51.4,1,2
3643,19747,2,1,10242,1,145,41.5,2,2
3644,16250,3,1,10816,1,145,41.5,2,2
3648,15590,1,1,10,1,145,60.1,1,2
3668,11491,3,1,5178,1,20,61.4,1,2
3672,12030,3,0,24776,1,145,46.3,1.5,2
3674,10891,3,1,15725,1,20,60.1,1,2
3675,15087,3,1,54631,0,20,67.3,2,2
3683,19500,1,0,10679,0,145,54.3,1.5,2
3695,10750,3,1,33196,0,145,74.3,1.5,2
3698,7590,5,1,52671,0,20,67.3,1.6,2
3699,19790,1,1,8686,0,145,62.8,1.5,2
3700,10991,4,1,3125,1,20,60.1,1,2
3702,20491,1,1,10699,1,145,50.4,1.5,2
3703,20090,1,0,10352,0,145,49.6,2,2
3705,26250,1,1,3775,1,145,34.5,2.3,2
3716,13750,2,1,13000,1,145,58.9,1,2
3717,10695,4,1,20408,1,20,60.1,1,2
3742,12750,3,1,3640,1,145,60.1,1,2
3744,11997,2,1,15332,1,145,61.4,1,2
3748,13999,2,1,10441,0,150,74.3,1.5,2
3750,11699,2,1,31607,0,150,74.3,1.5,2
3751,14899,3,1,28786,0,20,67.3,2,2
3752,14999,1,1,4975,1,145,58.9,1,2
3753,9999,4,1,42315,1,20,60.1,1,2
3761,9495,5,1,20018,1,20,60.1,1,2
3785,12250,3,1,14554,0,145,74.3,1.5,2
3786,15497,1,1,12378,1,145,60.1,1,2
3791,13790,2,1,12047,1,145,57.7,1,2
3793,11890,2,1,13914,1,145,61.4,1,2
3795,12990,3,1,12822,1,145,57.7,1,2
3798,12497,3,1,12206,1,145,60.1,1,2
3800,15997,2,1,13794,1,145,60.1,1,2
3806,14997,1,1,8745,1,145,58.9,1,2
3812,11497,2,1,9379,1,145,61.4,1,2
3813,17497,1,1,8493,1,145,60.1,1,2
3815,13497,2,1,17860,1,145,57.7,1,2
3817,5997,7,1,75032,1,20,58.9,1,2
3819,17497,1,1,9321,1,145,60.1,1,2
3824,12997,2,1,16568,1,145,57.7,1,2
3826,11350,3,1,11892,1,145,60.1,1,2
3827,10490,3,1,21044,1,145,61.4,1,2
3831,16950,2,1,7687,1,145,60.1,1,2
3832,10997,3,1,21136,1,20,61.4,1,2
3834,10490,3,1,14576,1,20,60.1,1,2
3837,13497,2,1,19293,1,145,57.7,1,2
3838,16797,1,1,4523,1,145,60.1,1,2
3843,13497,2,1,12928,1,145,57.7,1,2
3847,13997,2,1,17734,1,145,57.7,1,2
3848,11497,2,1,16558,1,145,60.1,1,2
3855,10497,3,1,19686,1,145,61.4,1,2
3856,9774,3,1,26437,1,145,61.4,1,2
3858,10990,3,1,9667,1,145,61.4,1,2
3862,18250,2,1,20132,1,145,41.5,2,2
3868,10950,2,1,20191,1,145,61.4,1,2
3870,13497,2,1,17804,1,145,57.7,1,2
3875,14650,2,1,3943,1,145,57.7,1,2
3876,11997,2,1,7269,1,145,61.4,1,2
3878,13490,2,1,13842,1,145,57.7,1,2
3879,14497,2,1,7255,1,145,57.7,1,2
3882,10390,3,1,16122,1,145,60.1,1,2
3884,10997,3,1,8915,1,145,61.4,1,2
3887,11990,2,1,21567,1,145,57.7,1,2
